dataset,graph_type,minmaxscaler,nn,normalization,nnk,kalofolias,self_loop,ami,ari,nmi
flowers102,L2Distance,True,10,BothSides,True,False,True,37.02212833348861,12.661244767137717,65.2772524946815
flowers102,L2Distance,True,10,BothSides,True,False,False,35.35343201243786,13.640364854093795,64.81087395126319
flowers102,L2Distance,True,100,None,True,False,True,32.68705566862275,5.234558754898975,58.19751621945699
flowers102,L2Distance,True,100,None,True,False,False,32.68705566862275,5.234558754898975,58.19751621945699
flowers102,L2Distance,True,100,BothSides,True,False,True,39.00748715747294,16.907591696086865,66.92283633555031
flowers102,L2Distance,True,100,BothSides,True,False,False,36.67102508181111,16.58830927124124,65.49676215779631
flowers102,L2Distance,True,1000,None,True,False,True,32.86758686469593,7.850721434455939,53.061777900643236
flowers102,L2Distance,True,1000,None,True,False,False,32.86758686469593,7.850721434455939,53.061777900643236
flowers102,L2Distance,True,1000,BothSides,True,False,True,38.16671459906444,21.972972812924432,67.23291911366762
flowers102,L2Distance,True,1000,BothSides,True,False,False,41.414012335633814,26.511474289564962,70.55004199269929
flowers102,L2Distance,False,5,None,True,False,True,28.96546757640146,6.4248671364002155,59.94111107399378
flowers102,L2Distance,False,5,None,True,False,False,28.64812347088258,6.407798779190371,60.01140556081801
flowers102,L2Distance,False,5,BothSides,True,False,True,27.856391642050326,6.15689820946537,59.41756385597067
